,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JM-Ferrum Oy,11.08.2016,
1,Y-tunnus,2700689-1,,
2,Kotipaikka,Riihimäki,11.08.2016,
3,Yritysmuoto,Osakeyhtiö,30.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.07.2015,,
6,Viimeisin rekisteröintiajankohta,25.11.2022,25.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.07.2015,,
8,Yrityksen tila,Rekisterissä,30.07.2015,
9,Yrityksen tilanne,Konkurssissa,25.11.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,28.09.2022,
12,Yhteystiedot,,04.11.2022,
13,Postiosoite,Pähkinärinteentie 31 A 14  01710  Vantaa  Suomi,,
14,Käyntiosoite,Pähkinärinteentie 31 A 14  01710  Vantaa  Suomi,,
15,Puhelin,0415702669,,
16,Sähköposti,jmferrum(a)europe.com,,
