,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennus Seimelä Oy,22.01.2016,
1,Y-tunnus,2736908-6,,
2,Kotipaikka,Rauma,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Viimeisin rekisteröintiajankohta,10.06.2022,10.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
8,Yrityksen tila,Rekisterissä,22.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,13.03.2017,
12,Postiosoite,Onnenpellontie 2  26510  Rauma  Suomi,,
13,Käyntiosoite,Onnenpellontie 2  26510  Rauma  Suomi,,
14,Puhelin,0407284825,,
15,Sähköposti,rakennus.seimela(a)gmail.com,,
