,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rastronics Oy Ab,25.09.2015,
1,Y-tunnus,2707895-9,,
2,Kotipaikka,Raasepori,25.09.2015,
3,Yritysmuoto,Osakeyhtiö,25.09.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,25.09.2015,,
6,Viimeisin rekisteröintiajankohta,19.05.2022,19.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.09.2015,,
8,Yrityksen tila,Rekisterissä,25.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.05.2021,
11,Yhteystiedot,,02.02.2023,
12,Postiosoite,Kirkkonevankatu 7  10300  Karis  Suomi,,
13,Käyntiosoite,Kirkkonevankatu 7  10300  Karis  Suomi,,
14,Puhelin,"0407297055, 0447506019",,
15,Sähköposti,matias.harjula(a)rastronics.com,,
