,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AT Commissions Oy,11.08.2015,
1,Y-tunnus,2703251-2,,
2,Kotipaikka,Vantaa,11.08.2015,
3,Yritysmuoto,Osakeyhtiö,11.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.08.2015,,
6,Viimeisin rekisteröintiajankohta,15.04.2022,15.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.08.2015,,
8,Yrityksen tila,Rekisterissä,11.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.01.2021,
11,Yhteystiedot,,05.08.2015,
12,Postiosoite,c/o Tarantola  Suosaarentie 9 B  01760  Vantaa  Suomi,,
13,Käyntiosoite,Suosaarentie 9 B  01760  Vantaa  Suomi,,
14,Puhelin,0406519351,,
15,Sähköposti,alex(a)alaskab.co.uk,,
