,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hamina LNG Oy,09.07.2015,
1,Y-tunnus,2696139-5,,
2,Kotipaikka,Hamina,09.07.2015,
3,Yritysmuoto,Osakeyhtiö,09.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.07.2015,,
6,Viimeisin rekisteröintiajankohta,05.04.2023,05.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.07.2015,,
8,Yrityksen tila,Rekisterissä,09.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.10.2019,
11,Yhteystiedot,,30.07.2018,
12,Postiosoite,c/o Haminan Energia Oy  Reutsinkatu 12  49400  Hamina  Suomi,,
13,Sähköposti,office(a)haminalng.fi,,
14,Www,http://www.haminalng.fi,,
