,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oulun A-Taksi Oy,01.11.2015,
1,Y-tunnus,2718481-5,,
2,Kotipaikka,Oulu,21.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.10.2015,,
6,Viimeisin rekisteröintiajankohta,16.03.2023,16.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.10.2015,,
8,Yrityksen tila,Rekisterissä,21.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.12.2020,
11,Yhteystiedot,,14.06.2019,
12,Postiosoite,Väliranta 6  90470  Varjakka  Suomi,,
13,Käyntiosoite,Väliranta 6  90470  Varjakka  Suomi,,
