,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Handsel Oy,18.05.2015,
1,Y-tunnus,2686305-8,,
2,Kotipaikka,Helsinki,18.05.2015,
3,Yritysmuoto,Osakeyhtiö,18.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.05.2015,,
6,Viimeisin rekisteröintiajankohta,22.12.2022,22.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.05.2015,,
8,Yrityksen tila,Rekisterissä,18.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.04.2015,
12,Postiosoite,Laukkipäänpolku 3  00780  Helsinki  Suomi,,
13,Käyntiosoite,Laukkipäänpolku 3  00780  Helsinki  Suomi,,
14,Puhelin,0400 400 446,,
15,Sähköposti,risto.lehtinen(a)vidois.fi,,
16,Www,http://www.onnitellen.fi,,
