,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lavetoiva Oy,08.01.2016,
1,Y-tunnus,2734317-7,,
2,Kotipaikka,Joensuu,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Viimeisin rekisteröintiajankohta,06.09.2022,06.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
8,Yrityksen tila,Rekisterissä,08.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.02.2021,
11,Yhteystiedot,,27.07.2018,
12,Postiosoite,c/o Lavetoiva oy  Maalarinpolku 2  80400  Ylämylly  Suomi,,
13,Käyntiosoite,c/o Lavetoiva Oy  Maalarinpolku 2  80400  Ylämylly  Suomi,,
14,Puhelin,"0405068671, 0405068671",,
15,Sähköposti,lavetoiva(a)gmail.com,,
