,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Helsingin Lakiasiainpalvelu Oy,03.08.2015,
1,Y-tunnus,2700766-7,,
2,Kotipaikka,Helsinki,03.08.2015,
3,Yritysmuoto,Osakeyhtiö,03.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.08.2015,,
6,Viimeisin rekisteröintiajankohta,25.03.2023,25.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.08.2015,,
8,Yrityksen tila,Rekisterissä,03.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.09.2022,
11,Yhteystiedot,,20.08.2015,
12,Postiosoite,Hitsaajankatu 6  00810  Helsinki  Suomi,,
13,Käyntiosoite,Hitsaajankatu 6  00810  Helsinki  Suomi,,
14,Puhelin,0400502590,,
15,Sähköposti,info(a)helsinginlaki.fi,,
16,Www,http://helsinginlaki.fi,,
