,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Annin Uunissa Oy,20.01.2016,
1,Y-tunnus,2733319-8,,
2,Kotipaikka,Espoo,20.01.2016,
3,Yritysmuoto,Osakeyhtiö,20.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.01.2016,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.01.2016,,
8,Yrityksen tila,Rekisterissä,20.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.05.2020,
11,Yhteystiedot,,27.09.2021,
12,Postiosoite,Ymmerstanportti 8 A 1  02750  Espoo  Suomi,,
13,Käyntiosoite,Ymmerstanportti 8 A 1  02750  Espoo  Suomi,,
14,Puhelin,0405424793,,
15,Sähköposti,info(a)anninuunissa.fi,,
16,Www,http://www.anninuunissa.fi,,
