,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mehta Heino Industries Oy,04.11.2015,
1,Y-tunnus,2720792-5,,
2,Kotipaikka,Espoo,04.11.2015,
3,Yritysmuoto,Osakeyhtiö,04.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.11.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.11.2015,,
8,Yrityksen tila,Rekisterissä,04.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.04.2018,
12,Postiosoite,c/o A Grid  PL 13100  00076  AALTO  Suomi,,
13,Käyntiosoite,c/o Aalto University  Otakaari 5 A  02150  Espoo  Suomi,,
14,Puhelin,+358 40 3530100,,
15,Sähköposti,info(a)mehtaheino.com,,
16,Www,http://www.mehtaheino.com,,
