,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Wasa KC Oy Ab,31.03.2015,
1,Y-tunnus,2682552-9,,
2,Kotipaikka,Vaasa,31.03.2015,
3,Yritysmuoto,Osakeyhtiö,31.03.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,31.03.2015,,
6,Viimeisin rekisteröintiajankohta,28.09.2022,28.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.03.2015,,
8,Yrityksen tila,Rekisterissä,31.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.06.2020,
11,Yhteystiedot,,27.12.2016,
12,Postiosoite,Meijerigatan 2-4  65100  Vasa  Suomi,,
13,Käyntiosoite,Meijerigatan 2-4  65100  Vasa  Suomi,,
