,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Van der Graaf Finland Oy,01.03.2016,
1,Y-tunnus,2732968-2,,
2,Kotipaikka,Nurmijärvi,01.03.2016,
3,Yritysmuoto,Osakeyhtiö,01.03.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.03.2016,,
6,Viimeisin rekisteröintiajankohta,15.04.2023,15.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.03.2016,,
8,Yrityksen tila,Rekisterissä,01.03.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.03.2023,
11,Yhteystiedot,,08.12.2017,
12,Postiosoite,c/o Van der Graaf Finland Oy  Karhumäentie 3  01530  Vantaa  Suomi,,
13,Käyntiosoite,Karhumäentie 3  01530  Vantaa  Suomi,,
14,Puhelin,0400 419063,,
