,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lumoan Group Oy,19.11.2015,
1,Y-tunnus,2724865-5,,
2,Kotipaikka,Helsinki,19.11.2015,
3,Yritysmuoto,Osakeyhtiö,19.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.11.2015,,
6,Viimeisin rekisteröintiajankohta,13.08.2022,13.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.11.2015,,
8,Yrityksen tila,Rekisterissä,19.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.07.2020,
11,Yhteystiedot,,30.06.2022,
12,Postiosoite,c/o Fashion House  Mikkolantie 1 A  00640  Helsinki  Suomi,,
13,Käyntiosoite,Katariinankatu 1  00170  Helsinki  Suomi,,
14,Sähköposti,info(a)lumoan.fi,,
15,Www,http://www.lumoan.fi,,
