,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Haimin Oy,20.07.2015,
1,Y-tunnus,2699389-9,,
2,Kotipaikka,Vantaa,20.07.2015,
3,Yritysmuoto,Osakeyhtiö,20.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.07.2015,,
6,Viimeisin rekisteröintiajankohta,11.10.2022,11.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.07.2015,,
8,Yrityksen tila,Rekisterissä,20.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
11,Yhteystiedot,,29.09.2015,
12,Postiosoite,c/o Postilaatikko 14  Tuusankaari 1  03100  Nummela  Suomi,,
13,Käyntiosoite,Tuusankaari 1  03100  Nummela  Suomi,,
14,Puhelin,0400368177,,
