,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hakala Medical Oy,17.04.2015,
1,Y-tunnus,2685466-1,,
2,Kotipaikka,Helsinki,17.04.2015,
3,Yritysmuoto,Osakeyhtiö,17.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.04.2015,,
6,Viimeisin rekisteröintiajankohta,02.02.2023,02.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.04.2015,,
8,Yrityksen tila,Rekisterissä,17.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.07.2020,
11,Yhteystiedot,,09.04.2015,
12,Postiosoite,Nummisillankatu 7  05900  Hyvinkää  Suomi,,
13,Käyntiosoite,Nummisillankatu 7  05900  Hyvinkää  Suomi,,
