,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Gonsul Oy,02.04.2015,
1,Y-tunnus,2683931-4,,
2,Kotipaikka,Kotka,02.04.2015,
3,Yritysmuoto,Osakeyhtiö,02.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.04.2015,,
6,Viimeisin rekisteröintiajankohta,11.08.2022,11.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.04.2015,,
8,Yrityksen tila,Rekisterissä,02.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.08.2021,
11,Yhteystiedot,,21.05.2018,
12,Postiosoite,c/o Gonsul Oy  Ruuvikatu 4  48770  Kotka  Suomi,,
13,Käyntiosoite,c/o Gonsul Oy  Ruuvikatu 4  48770  Kotka  Suomi,,
14,Puhelin,050 466 7269,,
15,Sähköposti,info(a)gonsul.fi,,
