,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mytotek Oy,24.02.2015,
1,Y-tunnus,2673345-6,,
2,Kotipaikka,Äänekoski,24.02.2015,
3,Yritysmuoto,Osakeyhtiö,24.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.02.2015,,
6,Viimeisin rekisteröintiajankohta,09.06.2022,09.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.02.2015,,
8,Yrityksen tila,Rekisterissä,24.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.02.2015,
12,Postiosoite,Hirvaskankaantie 5  44250  Äänekoivisto  Suomi,,
13,Käyntiosoite,Hirvaskankaantie 5  44250  Äänekoivisto  Suomi,,
14,Sähköposti,info(a)mytotek.fi,,
15,Www,http://www.mytotek.fi,,
