,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Niemitalon Juustola Oy,10.02.2016,
1,Y-tunnus,2735171-6,,
2,Kotipaikka,Pudasjärvi,10.02.2016,
3,Yritysmuoto,Osakeyhtiö,10.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.02.2016,,
6,Viimeisin rekisteröintiajankohta,30.05.2023,30.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,10.02.2016,,
8,Yrityksen tila,Rekisterissä,10.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.08.2021,
11,Yhteystiedot,,08.01.2016,
12,Postiosoite,Hetekyläntie 8  93140  Kipinä  Suomi,,
13,Käyntiosoite,Hetekyläntie 8  93140  Kipinä  Suomi,,
14,Puhelin,04054525509,,
15,Sähköposti,antti(a)niemitalonjuustola.fi,,
16,Www,http://www.niemitalojuustola.fi,,
