,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pastinen Services Oy,11.06.2015,
1,Y-tunnus,2695244-8,,
2,Kotipaikka,Vantaa,11.06.2015,
3,Yritysmuoto,Osakeyhtiö,11.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.06.2015,,
6,Viimeisin rekisteröintiajankohta,01.06.2022,01.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.06.2015,,
8,Yrityksen tila,Rekisterissä,11.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.11.2019,
11,Yhteystiedot,,05.01.2021,
12,Postiosoite,Oulunkyläntie 7 B  00600  Helsinki  Suomi,,
13,Sähköposti,contact(a)pase.fi,,
14,Www,http://www.pase.fi,,
