,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,WSB Finland Oy,05.03.2015,
1,Y-tunnus,2679039-7,,
2,Kotipaikka,Oulu,05.03.2015,
3,Yritysmuoto,Osakeyhtiö,05.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.03.2015,,
6,Viimeisin rekisteröintiajankohta,09.07.2022,09.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.03.2015,,
8,Yrityksen tila,Rekisterissä,05.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,02.07.2018,
12,Postiosoite,Tuulastie 15 B 1  90550  Oulu  Suomi,,
13,Puhelin,0445991188,,
14,Sähköposti,info(a)wsbfinland.com,,
15,Www,http://www.wsbfinland.com,,
