,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Kotirahoitus Oy,17.12.2015,
1,Y-tunnus,2726029-1,,
2,Kotipaikka,Helsinki,17.12.2015,
3,Yritysmuoto,Osakeyhtiö,17.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.12.2015,,
6,Viimeisin rekisteröintiajankohta,23.04.2023,23.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.12.2015,,
8,Yrityksen tila,Rekisterissä,17.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.07.2019,
11,Yhteystiedot,,13.12.2017,
12,Postiosoite,c/o Deko-Talo Oy  Kauppiaantie 30  90460  Oulunsalo  Suomi,,
13,Käyntiosoite,c/o Deko-Talo Oy  Kauppiaantie 30  90460  Oulunsalo  Suomi,,
14,Puhelin,040 711 2148,,
