,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RakPala Oy,31.12.2015,
1,Y-tunnus,2729599-6,,
2,Kotipaikka,Helsinki,31.12.2015,
3,Yritysmuoto,Osakeyhtiö,31.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.12.2015,,
6,Viimeisin rekisteröintiajankohta,24.06.2022,24.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.12.2015,,
8,Yrityksen tila,Rekisterissä,31.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.07.2019,
11,Yhteystiedot,,01.04.2020,
12,Postiosoite,Vaskipellontie 11  00740  Helsinki  Suomi,,
13,Käyntiosoite,Vaskipellontie 11  00740  Helsinki  Suomi,,
14,Puhelin,0405832515,,
15,Sähköposti,jyrki.leppala(a)rakpala.fi,,
