,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Omameklari Oy,07.07.2015,
1,Y-tunnus,2693970-2,,
2,Kotipaikka,Helsinki,07.07.2015,
3,Yritysmuoto,Osakeyhtiö,07.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.07.2015,,
6,Viimeisin rekisteröintiajankohta,12.07.2022,12.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.07.2015,,
8,Yrityksen tila,Rekisterissä,07.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.04.2020,
11,Yhteystiedot,,01.06.2021,
12,Postiosoite,Leväsentie 2 lt. 209  70700  Kuopio  Suomi,,
13,Käyntiosoite,Leväsentie 2 lt. 209  70700  Kuopio  Suomi,,
14,Puhelin,010 5745100,,
15,Sähköposti,asiakaspalvelu(a)omameklari.fi,,
