,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KiMa Creative Oy,15.12.2015,
1,Y-tunnus,2729598-8,,
2,Kotipaikka,Kuopio,15.12.2015,
3,Yritysmuoto,Osakeyhtiö,15.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.12.2015,,
6,Viimeisin rekisteröintiajankohta,16.09.2022,16.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.12.2015,,
8,Yrityksen tila,Rekisterissä,15.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.02.2022,
12,Postiosoite,c/o Kima Creative Oy  Linnanpellonkatu 9  70500  Kuopio  Suomi,,
13,Käyntiosoite,c/o Kima Creative Oy  Linnanpellonkatu 9  70500  Kuopio  Suomi,,
14,Puhelin,"0 40 029 4503, 0 40 029 4503",,
15,Sähköposti,marko(a)andcreative.fi,,
16,Www,http://www.andcreative.fi,,
