,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sisäilmasepät Oy,16.04.2015,
1,Y-tunnus,2686252-2,,
2,Kotipaikka,Kirkkonummi,16.04.2015,
3,Yritysmuoto,Osakeyhtiö,16.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.04.2015,,
6,Viimeisin rekisteröintiajankohta,08.04.2022,08.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.04.2015,,
8,Yrityksen tila,Rekisterissä,16.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.04.2020,
11,Yhteystiedot,,15.06.2015,
12,Postiosoite,Stenbackantie 47  02550  Evitskog  Suomi,,
13,Käyntiosoite,Stenbackantie 47  02550  Evitskog  Suomi,,
14,Puhelin,+358405134451,,
15,Sähköposti,sisailmasepat(a)gmail.com,,
