,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LB2 Living Oy,18.05.2015,
1,Y-tunnus,2688952-2,,
2,Kotipaikka,Lohja,18.05.2015,
3,Yritysmuoto,Osakeyhtiö,18.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.05.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2022,11.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.05.2015,,
8,Yrityksen tila,Rekisterissä,18.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,29.03.2022,
12,Postiosoite,Kievarintie 23  08700  Lohja  Suomi,,
13,Käyntiosoite,Kievarintie 23  08700  Lohja  Suomi,,
14,Puhelin,"0415016969, 0415016969",,
15,Sähköposti,riku(a)fun4rent.fi,,
16,Www,http://www.fun4rent.fi,,
