,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kirjakaari Oy,26.02.2015,
1,Y-tunnus,2676001-6,,
2,Kotipaikka,Jyväskylä,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,25.11.2022,25.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,07.03.2023,
12,Postiosoite,PL 30  40321  Jyväskylä  Suomi,,
13,Puhelin,"014619126, 0407232852",,
14,Sähköposti,info(a)kirjakaari.fi,,
15,Www,http://www.kirjakaari.fi,,
