,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pisolino Oy,19.05.2015,
1,Y-tunnus,2689690-9,,
2,Kotipaikka,Turku,19.05.2015,
3,Yritysmuoto,Osakeyhtiö,19.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.05.2015,,
6,Viimeisin rekisteröintiajankohta,09.07.2021,09.07.2021,
7,Yrityksen tiedot järjestelmässä alkaen,19.05.2015,,
8,Yrityksen tila,Rekisterissä,19.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,19.02.2019,
12,Postiosoite,c/o Hoitola NaMi  Kerttulinkatu 12 lh. 1  20500  Turku  Suomi,,
13,Käyntiosoite,Kerttulinkatu 12  20500  Turku  Suomi,,
