,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Elsira Oy,08.10.2015,
1,Y-tunnus,2714167-1,,
2,Kotipaikka,Jyväskylä,08.10.2015,
3,Yritysmuoto,Osakeyhtiö,08.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.10.2015,,
6,Viimeisin rekisteröintiajankohta,23.02.2023,23.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.10.2015,,
8,Yrityksen tila,Rekisterissä,08.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.12.2020,
11,Yhteystiedot,,28.09.2015,
12,Postiosoite,Kauppakuja 1 B 2  40270  Palokka  Suomi,,
13,Sähköposti,elsira(a)elsira.fi,,
14,Www,http://www.elsira.fi,,
