,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Drumic Oy,06.08.2015,
1,Y-tunnus,2698441-5,,
2,Kotipaikka,Jyväskylä,06.08.2015,
3,Yritysmuoto,Osakeyhtiö,06.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.08.2015,,
6,Viimeisin rekisteröintiajankohta,04.08.2022,04.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.08.2015,,
8,Yrityksen tila,Rekisterissä,06.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.08.2022,
11,Yhteystiedot,,26.06.2015,
12,Postiosoite,Mesikämmen 12 C 17  40400  Jyväskylä  Suomi,,
13,Käyntiosoite,Mesikämmen 12 C 17  40400  Jyväskylä  Suomi,,
14,Puhelin,0408311794,,
