,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Umami Tampere Oy,31.12.2020,
1,Y-tunnus,2701411-1,,
2,Kotipaikka,Tampere,28.08.2015,
3,Yritysmuoto,Osakeyhtiö,28.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.08.2015,,
6,Viimeisin rekisteröintiajankohta,16.07.2021,16.07.2021,
7,Yrityksen tiedot järjestelmässä alkaen,28.08.2015,,
8,Yrityksen tila,Rekisterissä,31.12.2020,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,21.07.2015,
12,Postiosoite,Hämeenkatu 19  33200  Tampere  Suomi,,
13,Käyntiosoite,Hämeenkatu 19  33200  Tampere  Suomi,,
