,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RK2 Sijoitus Oy,22.12.2015,
1,Y-tunnus,2732906-8,,
2,Kotipaikka,Seinäjoki,22.12.2015,
3,Yritysmuoto,Osakeyhtiö,22.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.12.2015,,
6,Viimeisin rekisteröintiajankohta,22.04.2022,22.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.12.2015,,
8,Yrityksen tila,Rekisterissä,22.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.05.2020,
11,Yhteystiedot,,08.04.2021,
12,Postiosoite,PL 105  60101  Seinäjoki  Suomi,,
13,Käyntiosoite,Kalevankatu 11-13  60100  Seinäjoki  Suomi,,
14,Puhelin,"06 421 9200, 0500 364 014",,
15,Faksi,06 414 4610,,
16,Sähköposti,eero.ristikangas(a)ristikangas.fi,,
