,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jokatuote Oy,04.11.2015,
1,Y-tunnus,2721744-5,,
2,Kotipaikka,Rusko,04.11.2015,
3,Yritysmuoto,Osakeyhtiö,04.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.11.2015,,
6,Viimeisin rekisteröintiajankohta,17.03.2023,17.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.11.2015,,
8,Yrityksen tila,Rekisterissä,04.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.05.2020,
11,Yhteystiedot,,08.11.2015,
12,Postiosoite,Knuutintie 1  21290  Rusko  Suomi,,
13,Käyntiosoite,Knuutintie 1  21290  Rusko  Suomi,,
14,Puhelin,+358407783712,,
15,Sähköposti,hannu.koski(a)jokatuote.fi,,
16,Www,http://www.jokatuote.fi,,
