,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MESK strech-katto Oy,22.12.2015,
1,Y-tunnus,2732482-2,,
2,Kotipaikka,Espoo,22.12.2015,
3,Yritysmuoto,Osakeyhtiö,22.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.05.2023,09.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.12.2015,,
8,Yrityksen tila,Rekisterissä,22.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,01.08.2018,
12,Postiosoite,Jahtikuja 3  03100  Nummela  Suomi,,
13,Käyntiosoite,Jahtikuja 3  03100  Nummela  Suomi,,
14,Puhelin,0400322028,,
15,Sähköposti,marius(a)meskstretchkatto.fi,,
16,Www,http://www.meskstretchkatto.fi,,
