,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Waudewau Oy,09.10.2015,
1,Y-tunnus,2715889-5,,
2,Kotipaikka,Hämeenkyrö,09.10.2015,
3,Yritysmuoto,Osakeyhtiö,09.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.10.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2022,13.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.10.2015,,
8,Yrityksen tila,Rekisterissä,09.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.07.2020,
11,Yhteystiedot,,10.07.2022,
12,Postiosoite,c/o Torikka  Trossitie 78  39110  Simuna  Suomi,,
13,Sähköposti,waudewauoy(a)gmail.com,,
