,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MT-Rent Oy,26.10.2015,
1,Y-tunnus,2719426-3,,
2,Kotipaikka,Soini,26.10.2015,
3,Yritysmuoto,Osakeyhtiö,26.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.10.2015,,
6,Viimeisin rekisteröintiajankohta,16.02.2023,16.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,26.10.2015,,
8,Yrityksen tila,Rekisterissä,26.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.06.2022,
11,Yhteystiedot,,21.10.2015,
12,Postiosoite,Teollisuustie 7  63800  Soini  Suomi,,
13,Puhelin,"06 5281033, 0400 669880",,
14,Faksi,06 5281133,,
15,Sähköposti,matectrailer(a)gmail.com,,
