,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Népra Oy,13.11.2015,
1,Y-tunnus,2724209-3,,
2,Kotipaikka,Lahti,13.11.2015,
3,Yritysmuoto,Osakeyhtiö,13.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.11.2015,,
6,Viimeisin rekisteröintiajankohta,01.03.2023,01.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.11.2015,,
8,Yrityksen tila,Rekisterissä,13.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.12.2021,
11,Yhteystiedot,,30.11.2018,
12,Postiosoite,PL 33  13211  Hämeenlinna  Suomi,,
13,Www,http://www.wearnepra.com,,
