,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RautoVal Oy,09.11.2015,
1,Y-tunnus,2718806-6,,
2,Kotipaikka,Turku,09.11.2015,
3,Yritysmuoto,Osakeyhtiö,09.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.11.2015,,
6,Viimeisin rekisteröintiajankohta,31.03.2022,31.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.11.2015,,
8,Yrityksen tila,Rekisterissä,09.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.03.2020,
11,Yhteystiedot,,28.08.2022,
12,Postiosoite,c/o RautoVal Oy  Saapaskallio 1  20900  Turku  Suomi,,
13,Käyntiosoite,c/o RautoVal Oy  Saapaskallio 1  20900  Turku  Suomi,,
14,Sähköposti,asiakaspalvelu(a)rautoval.fi,,
15,Www,http://www.rautoval.fi,,
