,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Avanto Group Oy,24.01.2018,
1,Y-tunnus,2663793-1,,
2,Kotipaikka,Helsinki,23.01.2015,
3,Yritysmuoto,Osakeyhtiö,23.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.01.2015,,
6,Viimeisin rekisteröintiajankohta,09.06.2021,09.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,23.01.2015,,
8,Yrityksen tila,Rekisterissä,23.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.06.2020,
11,Yhteystiedot,,18.01.2022,
12,Postiosoite,PL 1188  00101  Helsinki  Suomi,,
13,Puhelin,"+358405051028, +358405051028",,
