,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Siivousliike Eeman Oy,19.10.2015,
1,Y-tunnus,2717105-3,,
2,Kotipaikka,Kuopio,19.10.2015,
3,Yritysmuoto,Osakeyhtiö,19.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.10.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.10.2015,,
8,Yrityksen tila,Rekisterissä,19.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.06.2020,
11,Yhteystiedot,,07.08.2022,
12,Postiosoite,Vuorikatu 44 A 10  70100  Kuopio  Suomi,,
13,Käyntiosoite,Vuorikatu 44 A 10  70100  Kuopio  Suomi,,
14,Puhelin,0503530589,,
15,Sähköposti,elvi.mankinen(a)laatutakuuketju.fi,,
16,Www,http://www.eeman.fi,,
