,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Diippi Oy,18.12.2015,
1,Y-tunnus,2726960-8,,
2,Kotipaikka,Kirkkonummi,06.06.2019,
3,Yritysmuoto,Osakeyhtiö,18.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.12.2015,,
6,Viimeisin rekisteröintiajankohta,07.04.2023,07.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.12.2015,,
8,Yrityksen tila,Rekisterissä,18.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.03.2020,
11,Yhteystiedot,,15.03.2018,
12,Postiosoite,PL 88  02401  Kirkkonummi  Suomi,,
13,Puhelin,0401727951,,
14,Sähköposti,jaana(a)diippi.fi,,
15,Www,http://www.diippi.fi,,
