,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Skibi Fastighets Ab,28.07.2015,
1,Y-tunnus,2701263-4,,
2,Kotipaikka,Uusikaarlepyy,28.07.2015,
3,Yritysmuoto,Osakeyhtiö,28.07.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,28.07.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.07.2015,,
8,Yrityksen tila,Rekisterissä,28.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.12.2020,
11,Yhteystiedot,,11.12.2020,
12,Postiosoite,Näsibackavägen 55  66950  Munsala  Suomi,,
