,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Gammelby House Oy,04.04.2019,
1,Y-tunnus,2728154-3,,
2,Kotipaikka,Kemiönsaari,04.04.2019,
3,Yritysmuoto,Osakeyhtiö,22.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.12.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2023,26.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,22.12.2015,,
8,Yrityksen tila,Rekisterissä,22.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.03.2019,
12,Postiosoite,Perniöntie 592  25650  Strömma  Suomi,,
13,Käyntiosoite,Perniöntie 592  25650  Strömma  Suomi,,
14,Puhelin,+358 40 165 0656,,
