,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Paloturvallisuus Pyhäjärvi Oy,01.04.2019,
1,Y-tunnus,2685149-5,,
2,Kotipaikka,Oulu,01.04.2019,
3,Yritysmuoto,Osakeyhtiö,01.04.2019,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Viimeisin rekisteröintiajankohta,25.08.2022,25.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
8,Yrityksen tila,Rekisterissä,13.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,08.04.2021,
12,Postiosoite,Parkkilaivankaari 5  90800  Oulu  Suomi,,
13,Käyntiosoite,Gneissitie 8 A 4  90620  Oulu  Suomi,,
14,Puhelin,0445190053,,
15,Sähköposti,mika(a)ptpyhajarvi.fi,,
16,Www,http://www.ptpyhajarvi.fi,,
