,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Procount Oy,14.10.2021,
1,Y-tunnus,2729795-9,,
2,Kotipaikka,Helsinki,10.12.2015,
3,Yritysmuoto,Osakeyhtiö,10.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.12.2015,,
6,Viimeisin rekisteröintiajankohta,14.10.2021,14.10.2021,
7,Yrityksen tiedot järjestelmässä alkaen,10.12.2015,,
8,Yrityksen tila,Rekisterissä,14.10.2021,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,16.02.2022,
12,Postiosoite,Kalliopohjantie 10 D  04300  Tuusula  Suomi,,
13,Käyntiosoite,Kalliopohjantie 10 D  04300  Tuusula  Suomi,,
14,Puhelin,0404126402,,
15,Sähköposti,yritys(a)procount.fi,,
16,Www,http://www.procount.fi,,
