,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kahvila Kispi Oy,02.11.2015,
1,Y-tunnus,2719453-8,,
2,Kotipaikka,Lahti,02.11.2015,
3,Yritysmuoto,Osakeyhtiö,02.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.11.2015,,
6,Viimeisin rekisteröintiajankohta,24.03.2023,24.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.11.2015,,
8,Yrityksen tila,Rekisterissä,02.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.12.2019,
11,Yhteystiedot,,09.08.2019,
12,Postiosoite,Kariniemenkatu 21  15140  Lahti  Suomi,,
13,Käyntiosoite,Kariniemenkatu 21  15140  Lahti  Suomi,,
14,Puhelin,03 - 751 3343,,
