,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VellusTa Oy,26.05.2015,
1,Y-tunnus,2690110-6,,
2,Kotipaikka,Tampere,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Viimeisin rekisteröintiajankohta,24.05.2022,24.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
8,Yrityksen tila,Rekisterissä,26.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,26.08.2021,
12,Postiosoite,Pohjolankatu 22 F 100  33500  Tampere  Suomi,,
13,Käyntiosoite,Peltokatu 8 C  33100  Tampere  Suomi,,
14,Puhelin,"+35844 972 5238, +35844 972 5238",,
15,Sähköposti,gym(a)legendtrick.com,,
16,Www,http://www.gym.legendtrick.com,,
