,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PHPipe Oy,01.04.2015,
1,Y-tunnus,2680427-7,,
2,Kotipaikka,Tuusula,01.04.2015,
3,Yritysmuoto,Osakeyhtiö,01.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.04.2015,,
6,Viimeisin rekisteröintiajankohta,04.10.2022,04.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.04.2015,,
8,Yrityksen tila,Rekisterissä,01.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,16.08.2021,
12,Postiosoite,Kartanontie 7 B 16  04430  Järvenpää  Suomi,,
13,Puhelin,0400961008,,
14,Sähköposti,phpipe(a)luukku.com,,
15,Www,http://www.phpipe.fi,,
