,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sagax Finland Holding 8 Oy,04.03.2015,
1,Y-tunnus,2676625-8,,
2,Kotipaikka,Helsinki,04.03.2015,
3,Yritysmuoto,Osakeyhtiö,04.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2015,,
6,Viimeisin rekisteröintiajankohta,28.07.2022,28.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.03.2015,,
8,Yrityksen tila,Rekisterissä,04.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.06.2022,
11,Yhteystiedot,,26.11.2021,
12,Postiosoite,c/o Sagax Finland AM Oy  Aleksanterinkatu 19  00100  Helsinki  Suomi,,
13,Käyntiosoite,c/o Sagax Finland AM Oy  Aleksanterinkatu 19  00100  Helsinki  Suomi,,
