,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistöosakeyhtiö Puustellinkallion Mylly,09.04.2015,
1,Y-tunnus,2684355-9,,
2,Kotipaikka,Espoo,09.04.2015,
3,Yritysmuoto,Osakeyhtiö,09.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.04.2015,,
6,Viimeisin rekisteröintiajankohta,04.07.2022,04.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.04.2015,,
8,Yrityksen tila,Rekisterissä,09.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.09.2019,
11,Yhteystiedot,,22.01.2021,
12,Postiosoite,c/o Invalidisäätiö sr  Kiannonkatu 2  02650  Espoo  Suomi,,
13,Käyntiosoite,c/o Invalidisäätiö sr  Kiannonkatu 2  02650  Espoo  Suomi,,
