,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Luumäen Isännöintipiste Oy,11.01.2016,
1,Y-tunnus,2734457-5,,
2,Kotipaikka,Luumäki,11.01.2016,
3,Yritysmuoto,Osakeyhtiö,11.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.01.2016,,
6,Viimeisin rekisteröintiajankohta,02.06.2023,02.06.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.01.2016,,
8,Yrityksen tila,Rekisterissä,11.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.08.2019,
11,Yhteystiedot,,17.08.2021,
12,Postiosoite,c/o Luumäen Isännöintipiste Oy  Linnalantie 30 L 28  54500  Taavetti  Suomi,,
13,Käyntiosoite,Linnalantie 30 L 28  54500  Taavetti  Suomi,,
14,Puhelin,040-5912325,,
15,Sähköposti,info(a)luumaenisannointi.fi,,
16,Www,http://www.luumaenisannointi.fi,,
