,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RENDERLights Oy,09.03.2015,
1,Y-tunnus,2677199-7,,
2,Kotipaikka,Helsinki,09.03.2015,
3,Yritysmuoto,Osakeyhtiö,09.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.03.2015,,
6,Viimeisin rekisteröintiajankohta,17.02.2023,17.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.03.2015,,
8,Yrityksen tila,Rekisterissä,09.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.05.2022,
11,Yhteystiedot,,20.08.2021,
12,Postiosoite,Opastinsilta 8 B  00520  Helsinki  Suomi,,
13,Käyntiosoite,Opastinsilta 8 B  00520  Helsinki  Suomi,,
14,Puhelin,0405769542,,
15,Sähköposti,douglas.triana(a)renderlights.com,,
16,Www,http://www.renderlights.com,,
