,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Tiedekoulu Oy,15.09.2015,
1,Y-tunnus,2705699-5,,
2,Kotipaikka,Parainen,15.09.2015,
3,Yritysmuoto,Osakeyhtiö,15.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.09.2015,,
6,Viimeisin rekisteröintiajankohta,12.12.2022,12.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.09.2015,,
8,Yrityksen tila,Rekisterissä,15.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.06.2020,
11,Yhteystiedot,,15.12.2016,
12,Postiosoite,Rosinantie 11  21500  Piikkiö  Suomi,,
13,Käyntiosoite,Vanha Hämeentie 42  20540  Turku  Suomi,,
14,Puhelin,044 988 1378,,
15,Sähköposti,info(a)tiedekoulu.fi,,
16,Www,http://www.tiedekoulu.fi,,
