,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JMN Autohuolto Oy,22.06.2015,
1,Y-tunnus,2695879-4,,
2,Kotipaikka,Akaa,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,02.04.2022,02.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.06.2020,
11,Yhteystiedot,,22.06.2015,
12,Postiosoite,Valtatie 6 A 2  37800  AKAA  Suomi,,
