,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pohjolan Erikoispinta Oy,14.04.2015,
1,Y-tunnus,2683470-8,,
2,Kotipaikka,Kouvola,16.10.2019,
3,Yritysmuoto,Osakeyhtiö,14.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.04.2015,,
6,Viimeisin rekisteröintiajankohta,24.03.2023,24.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.04.2015,,
8,Yrityksen tila,Rekisterissä,14.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,08.02.2021,
12,Postiosoite,Tehontie 19  45200  Kouvola  Suomi,,
13,Käyntiosoite,Tehontie 19  45200  Kouvola  Suomi,,
14,Puhelin,"+358443077707, +358443077707",,
15,Faksi,0443077707,,
16,Sähköposti,niko.parkkinen(a)pohjolanerikoispinta.fi,,
17,Www,http://www.pohjolanerikoispinta.fi,,
