,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kudos Dsign Oy,15.06.2015,
1,Y-tunnus,2694599-3,,
2,Kotipaikka,Turku,15.06.2015,
3,Yritysmuoto,Osakeyhtiö,15.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.06.2015,,
6,Viimeisin rekisteröintiajankohta,05.07.2022,05.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.06.2015,,
8,Yrityksen tila,Rekisterissä,15.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.05.2021,
11,Yhteystiedot,,10.01.2018,
12,Postiosoite,Käsityöläiskatu 7 B  20100  Turku  Suomi,,
13,Käyntiosoite,Käsityöläiskatu 7 B  20100  Turku  Suomi,,
14,Puhelin,040 7252 043,,
15,Sähköposti,info(a)kudosdsign.com,,
16,Www,http://www.kudosdsign.com,,
