,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Akkula Oy,28.05.2015,
1,Y-tunnus,2691726-3,,
2,Kotipaikka,Pälkäne,28.05.2015,
3,Yritysmuoto,Osakeyhtiö,28.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.05.2015,,
6,Viimeisin rekisteröintiajankohta,30.08.2022,30.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.05.2015,,
8,Yrityksen tila,Rekisterissä,28.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.03.2020,
11,Yhteystiedot,,20.05.2015,
12,Postiosoite,Kantokyläntie 172  36640  Iltasmäki  Suomi,,
13,Puhelin,0451402540,,
14,Sähköposti,info(a)akkula.fi,,
15,Www,http://www.akkula.fi,,
