,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Taimine Oy,02.06.2015,
1,Y-tunnus,2687111-1,,
2,Kotipaikka,Espoo,23.04.2018,
3,Yritysmuoto,Osakeyhtiö,02.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.06.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.06.2015,,
8,Yrityksen tila,Rekisterissä,02.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,09.01.2019,
12,Postiosoite,PL 26  02101  Espoo  Suomi,,
13,Käyntiosoite,Kauppamiehentie 3  02100  Espoo  Suomi,,
14,Puhelin,0405038397,,
15,Sähköposti,post(a)taimine.fi,,
16,Www,http://www.taimine.fi,,
