,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Aula Kodit Oy,17.02.2015,
1,Y-tunnus,2674810-5,,
2,Kotipaikka,Kangasala,17.02.2015,
3,Yritysmuoto,Osakeyhtiö,17.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.02.2015,,
6,Viimeisin rekisteröintiajankohta,08.12.2022,08.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.02.2015,,
8,Yrityksen tila,Rekisterissä,17.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,30.06.2020,
12,Postiosoite,Satamakatu 6  33200  Tampere  Suomi,,
13,Käyntiosoite,Satamakatu 6  33200  Tampere  Suomi,,
