,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Paju Solutions Oy,31.03.2015,
1,Y-tunnus,2683596-2,,
2,Kotipaikka,Oulu,31.03.2015,
3,Yritysmuoto,Osakeyhtiö,31.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.03.2015,,
6,Viimeisin rekisteröintiajankohta,29.03.2023,29.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,31.03.2015,,
8,Yrityksen tila,Rekisterissä,31.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,30.11.2015,
12,Postiosoite,Tokantie 20  90800  Oulu  Suomi,,
13,Puhelin,"+358406748384, +358406748384",,
14,Sähköposti,info(a)pajusolutions.fi,,
15,Www,http://pajusolutions.fi,,
