,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennus Artsi Oy,11.03.2015,
1,Y-tunnus,2679153-3,,
2,Kotipaikka,Luumäki,11.03.2015,
3,Yritysmuoto,Osakeyhtiö,11.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.03.2015,,
6,Viimeisin rekisteröintiajankohta,01.07.2022,01.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.03.2015,,
8,Yrityksen tila,Rekisterissä,11.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,02.03.2015,
12,Postiosoite,Kinnarintie 277  54550  Suo-Anttila  Suomi,,
13,Käyntiosoite,Kinnarintie 277  54550  Suo-Anttila  Suomi,,
14,Puhelin,0500870213,,
