,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,TG Ahvenisto Oy,24.02.2015,
1,Y-tunnus,2676451-9,,
2,Kotipaikka,Hämeenlinna,24.02.2015,
3,Yritysmuoto,Osakeyhtiö,24.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.02.2015,,
6,Viimeisin rekisteröintiajankohta,01.12.2022,01.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.02.2015,,
8,Yrityksen tila,Rekisterissä,24.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.03.2021,
11,Yhteystiedot,,22.12.2020,
12,Postiosoite,Kettulantie 1  13720  Parola  Suomi,,
13,Käyntiosoite,Kettulantie 1  13720  Parola  Suomi,,
14,Puhelin,010 279 7608,,
15,Sähköposti,info(a)ahvenisto.fi,,
16,Www,http://www.ahvenisto.fi,,
