,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MuuVii Oy,17.08.2021,
1,Y-tunnus,2717116-8,,
2,Kotipaikka,Jämsä,14.10.2015,
3,Yritysmuoto,Osakeyhtiö,14.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.10.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2022,26.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.10.2015,,
8,Yrityksen tila,Rekisterissä,14.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,23.02.2021,
12,Postiosoite,Lehdokkipolku 1  42100  Jämsä  Suomi,,
13,Käyntiosoite,Lehdokkipolku 1  42100  Jämsä  Suomi,,
14,Puhelin,0405838393,,
